file,class,method,variable,usage
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\identity-map\src\main\java\com\iluwatar\identitymap\PersonDbSimulatorImplementation.java,com.iluwatar.identitymap.PersonDbSimulatorImplementation,insert/1[com.iluwatar.identitymap.Person],elem,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\identity-map\src\main\java\com\iluwatar\identitymap\PersonDbSimulatorImplementation.java,com.iluwatar.identitymap.PersonDbSimulatorImplementation,insert/1[com.iluwatar.identitymap.Person],p,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\identity-map\src\main\java\com\iluwatar\identitymap\PersonDbSimulatorImplementation.java,com.iluwatar.identitymap.PersonDbSimulatorImplementation,insert/1[com.iluwatar.identitymap.Person],person,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\identity-map\src\main\java\com\iluwatar\identitymap\PersonDbSimulatorImplementation.java,com.iluwatar.identitymap.PersonDbSimulatorImplementation,delete/1[int],elem,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\identity-map\src\main\java\com\iluwatar\identitymap\PersonDbSimulatorImplementation.java,com.iluwatar.identitymap.PersonDbSimulatorImplementation,delete/1[int],p,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\identity-map\src\main\java\com\iluwatar\identitymap\PersonDbSimulatorImplementation.java,com.iluwatar.identitymap.PersonDbSimulatorImplementation,delete/1[int],id,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\identity-map\src\main\java\com\iluwatar\identitymap\PersonDbSimulatorImplementation.java,com.iluwatar.identitymap.PersonDbSimulatorImplementation,find/1[int],elem,3
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\identity-map\src\main\java\com\iluwatar\identitymap\PersonDbSimulatorImplementation.java,com.iluwatar.identitymap.PersonDbSimulatorImplementation,find/1[int],p,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\identity-map\src\main\java\com\iluwatar\identitymap\PersonDbSimulatorImplementation.java,com.iluwatar.identitymap.PersonDbSimulatorImplementation,find/1[int],personNationalId,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\identity-map\src\main\java\com\iluwatar\identitymap\PersonDbSimulatorImplementation.java,com.iluwatar.identitymap.PersonDbSimulatorImplementation,update/1[com.iluwatar.identitymap.Person],elem,3
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\identity-map\src\main\java\com\iluwatar\identitymap\PersonDbSimulatorImplementation.java,com.iluwatar.identitymap.PersonDbSimulatorImplementation,update/1[com.iluwatar.identitymap.Person],p,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\identity-map\src\main\java\com\iluwatar\identitymap\PersonDbSimulatorImplementation.java,com.iluwatar.identitymap.PersonDbSimulatorImplementation,update/1[com.iluwatar.identitymap.Person],person,4
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\event-sourcing\src\main\java\com\iluwatar\event\sourcing\event\MoneyDepositEvent.java,com.iluwatar.event.sourcing.event.MoneyDepositEvent,"MoneyDepositEvent/4[long,long,int,java.math.BigDecimal]",money,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\event-sourcing\src\main\java\com\iluwatar\event\sourcing\event\MoneyDepositEvent.java,com.iluwatar.event.sourcing.event.MoneyDepositEvent,"MoneyDepositEvent/4[long,long,int,java.math.BigDecimal]",accountNo,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\event-sourcing\src\main\java\com\iluwatar\event\sourcing\event\MoneyDepositEvent.java,com.iluwatar.event.sourcing.event.MoneyDepositEvent,"MoneyDepositEvent/4[long,long,int,java.math.BigDecimal]",createdTime,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\event-sourcing\src\main\java\com\iluwatar\event\sourcing\event\MoneyDepositEvent.java,com.iluwatar.event.sourcing.event.MoneyDepositEvent,"MoneyDepositEvent/4[long,long,int,java.math.BigDecimal]",sequenceId,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\event-sourcing\src\main\java\com\iluwatar\event\sourcing\event\MoneyDepositEvent.java,com.iluwatar.event.sourcing.event.MoneyDepositEvent,process/0,account,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\domain-model\src\main\java\com\iluwatar\domainmodel\ProductDao.java,com.iluwatar.domainmodel.ProductDao,save/1[com.iluwatar.domainmodel.Product],product,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\domain-model\src\main\java\com\iluwatar\domainmodel\ProductDao.java,com.iluwatar.domainmodel.ProductDao,update/1[com.iluwatar.domainmodel.Product],product,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\domain-model\src\main\java\com\iluwatar\domainmodel\ProductDao.java,com.iluwatar.domainmodel.ProductDao,findByName/1[java.lang.String],name,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\event-based-asynchronous\src\main\java\com\iluwatar\event\asynchronous\ThreadCompleteListener.java,com.iluwatar.event.asynchronous.ThreadCompleteListener,completedEventHandler/1[int],eventId,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\sharding\src\test\java\com\iluwatar\sharding\ShardManagerTest.java,com.iluwatar.sharding.ShardManagerTest$TestShardManager,storeData/1[com.iluwatar.sharding.Data],data,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\sharding\src\test\java\com\iluwatar\sharding\ShardManagerTest.java,com.iluwatar.sharding.ShardManagerTest$TestShardManager,allocateShard/1[com.iluwatar.sharding.Data],data,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\pipeline\src\main\java\com\iluwatar\pipeline\App.java,com.iluwatar.pipeline.App,main/1[java.lang.String[]],args,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\pipeline\src\main\java\com\iluwatar\pipeline\App.java,com.iluwatar.pipeline.App,main/1[java.lang.String[]],output,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\pipeline\src\main\java\com\iluwatar\pipeline\App.java,com.iluwatar.pipeline.App,main/1[java.lang.String[]],input,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\pipeline\src\main\java\com\iluwatar\pipeline\App.java,com.iluwatar.pipeline.App,main/1[java.lang.String[]],filters,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\value-object\src\main\java\com\iluwatar\value\object\App.java,com.iluwatar.value.object.App,main/1[java.lang.String[]],args,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\value-object\src\main\java\com\iluwatar\value\object\App.java,com.iluwatar.value.object.App,main/1[java.lang.String[]],statB,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\value-object\src\main\java\com\iluwatar\value\object\App.java,com.iluwatar.value.object.App,main/1[java.lang.String[]],statC,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\value-object\src\main\java\com\iluwatar\value\object\App.java,com.iluwatar.value.object.App,main/1[java.lang.String[]],statA,3
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\monostate\src\main\java\com\iluwatar\monostate\LoadBalancer.java,com.iluwatar.monostate.LoadBalancer,(initializer 1),port,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\monostate\src\main\java\com\iluwatar\monostate\LoadBalancer.java,com.iluwatar.monostate.LoadBalancer,(initializer 1),id,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\monostate\src\main\java\com\iluwatar\monostate\LoadBalancer.java,com.iluwatar.monostate.LoadBalancer,addServer/1[com.iluwatar.monostate.Server],server,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\monostate\src\main\java\com\iluwatar\monostate\LoadBalancer.java,com.iluwatar.monostate.LoadBalancer,serverRequest/1[com.iluwatar.monostate.Request],request,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\monostate\src\main\java\com\iluwatar\monostate\LoadBalancer.java,com.iluwatar.monostate.LoadBalancer,serverRequest/1[com.iluwatar.monostate.Request],server,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\health-check\src\main\java\com\iluwatar\health\check\AsynchronousHealthChecker.java,com.iluwatar.health.check.AsynchronousHealthChecker,awaitTerminationWithTimeout/0,isTerminationIncomplete,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\health-check\src\main\java\com\iluwatar\health\check\AsynchronousHealthChecker.java,com.iluwatar.health.check.AsynchronousHealthChecker,"performCheck/2[java.util.function.Supplier<com.iluwatar.health.check.Health>,long]",result,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\health-check\src\main\java\com\iluwatar\health\check\AsynchronousHealthChecker.java,com.iluwatar.health.check.AsynchronousHealthChecker,"performCheck/2[java.util.function.Supplier<com.iluwatar.health.check.Health>,long]",future,3
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\health-check\src\main\java\com\iluwatar\health\check\AsynchronousHealthChecker.java,com.iluwatar.health.check.AsynchronousHealthChecker,"performCheck/2[java.util.function.Supplier<com.iluwatar.health.check.Health>,long]",healthCheck,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\health-check\src\main\java\com\iluwatar\health\check\AsynchronousHealthChecker.java,com.iluwatar.health.check.AsynchronousHealthChecker,"performCheck/2[java.util.function.Supplier<com.iluwatar.health.check.Health>,long]",throwable,5
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\health-check\src\main\java\com\iluwatar\health\check\AsynchronousHealthChecker.java,com.iluwatar.health.check.AsynchronousHealthChecker,"performCheck/2[java.util.function.Supplier<com.iluwatar.health.check.Health>,long]",rootCause,5
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\health-check\src\main\java\com\iluwatar\health\check\AsynchronousHealthChecker.java,com.iluwatar.health.check.AsynchronousHealthChecker,"performCheck/2[java.util.function.Supplier<com.iluwatar.health.check.Health>,long]",timeoutInSeconds,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\health-check\src\main\java\com\iluwatar\health\check\AsynchronousHealthChecker.java,com.iluwatar.health.check.AsynchronousHealthChecker,shutdown/0,ie,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,getById/1[int],e,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,getById/1[int],statement,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,getById/1[int],connection,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,getById/1[int],id,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,getById/1[int],resultSet,5
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,createRoom/1[java.sql.ResultSet],resultSet,4
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,HotelDaoImpl/1[javax.sql.DataSource],dataSource,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,getAll/0,e,4
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,getAll/0,statement,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,getAll/0,connection,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,getAll/0,resultSet,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,update/1[com.iluwatar.transactionscript.Room],e,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,update/1[com.iluwatar.transactionscript.Room],statement,5
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,update/1[com.iluwatar.transactionscript.Room],connection,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,update/1[com.iluwatar.transactionscript.Room],room,4
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,add/1[com.iluwatar.transactionscript.Room],e,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,add/1[com.iluwatar.transactionscript.Room],statement,5
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,add/1[com.iluwatar.transactionscript.Room],connection,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,add/1[com.iluwatar.transactionscript.Room],room,5
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,"mutedClose/3[java.sql.Connection,java.sql.PreparedStatement,java.sql.ResultSet]",e,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,"mutedClose/3[java.sql.Connection,java.sql.PreparedStatement,java.sql.ResultSet]",statement,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,"mutedClose/3[java.sql.Connection,java.sql.PreparedStatement,java.sql.ResultSet]",connection,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,"mutedClose/3[java.sql.Connection,java.sql.PreparedStatement,java.sql.ResultSet]",resultSet,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,delete/1[com.iluwatar.transactionscript.Room],e,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,delete/1[com.iluwatar.transactionscript.Room],statement,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,delete/1[com.iluwatar.transactionscript.Room],connection,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\transaction-script\src\main\java\com\iluwatar\transactionscript\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,delete/1[com.iluwatar.transactionscript.Room],room,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\lockable-object\src\test\java\com\iluwatar\lockableobject\SubCreaturesTests.java,com.iluwatar.lockableobject.SubCreaturesTests,statsTest/0,orc,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\lockable-object\src\test\java\com\iluwatar\lockableobject\SubCreaturesTests.java,com.iluwatar.lockableobject.SubCreaturesTests,statsTest/0,human,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\lockable-object\src\test\java\com\iluwatar\lockableobject\SubCreaturesTests.java,com.iluwatar.lockableobject.SubCreaturesTests,statsTest/0,elf,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\master-worker\src\main\java\com\iluwatar\masterworker\Input.java,com.iluwatar.masterworker.Input,Input/1[T],data,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\master-worker\src\main\java\com\iluwatar\masterworker\Input.java,com.iluwatar.masterworker.Input,divideData/1[int],num,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\virtual-proxy\src\test\java\com\iluwatar\virtual\proxy\RealVideoObjectTest.java,com.iluwatar.virtual.proxy.RealVideoObjectTest,processDoesNotThrowException/0,realVideoObject,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\virtual-proxy\src\test\java\com\iluwatar\virtual\proxy\RealVideoObjectTest.java,com.iluwatar.virtual.proxy.RealVideoObjectTest,testVideoObject/0,videoObject,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\retry\src\main\java\com\iluwatar\retry\BusinessException.java,com.iluwatar.retry.BusinessException,BusinessException/1[java.lang.String],message,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\subclass-sandbox\src\main\java\com\iluwatar\subclasssandbox\Superpower.java,com.iluwatar.subclasssandbox.Superpower,"spawnParticles/2[java.lang.String,int]",count,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\subclass-sandbox\src\main\java\com\iluwatar\subclasssandbox\Superpower.java,com.iluwatar.subclasssandbox.Superpower,"spawnParticles/2[java.lang.String,int]",particleType,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\subclass-sandbox\src\main\java\com\iluwatar\subclasssandbox\Superpower.java,com.iluwatar.subclasssandbox.Superpower,"playSound/2[java.lang.String,int]",volume,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\subclass-sandbox\src\main\java\com\iluwatar\subclasssandbox\Superpower.java,com.iluwatar.subclasssandbox.Superpower,"playSound/2[java.lang.String,int]",soundName,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\subclass-sandbox\src\main\java\com\iluwatar\subclasssandbox\Superpower.java,com.iluwatar.subclasssandbox.Superpower,"move/3[double,double,double]",x,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\subclass-sandbox\src\main\java\com\iluwatar\subclasssandbox\Superpower.java,com.iluwatar.subclasssandbox.Superpower,"move/3[double,double,double]",y,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\subclass-sandbox\src\main\java\com\iluwatar\subclasssandbox\Superpower.java,com.iluwatar.subclasssandbox.Superpower,"move/3[double,double,double]",z,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\value-object\src\test\java\com\iluwatar\value\object\HeroStatTest.java,com.iluwatar.value.object.HeroStatTest,testEquals/0,heroStatA,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\value-object\src\test\java\com\iluwatar\value\object\HeroStatTest.java,com.iluwatar.value.object.HeroStatTest,testEquals/0,heroStatB,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\value-object\src\test\java\com\iluwatar\value\object\HeroStatTest.java,com.iluwatar.value.object.HeroStatTest,testToString/0,heroStatA,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\value-object\src\test\java\com\iluwatar\value\object\HeroStatTest.java,com.iluwatar.value.object.HeroStatTest,testToString/0,heroStatC,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\value-object\src\test\java\com\iluwatar\value\object\HeroStatTest.java,com.iluwatar.value.object.HeroStatTest,testToString/0,heroStatB,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\converter\src\main\java\com\iluwatar\converter\UserConverter.java,com.iluwatar.converter.UserConverter,convertToDto/1[com.iluwatar.converter.User],user,4
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\converter\src\main\java\com\iluwatar\converter\UserConverter.java,com.iluwatar.converter.UserConverter,convertToEntity/1[com.iluwatar.converter.UserDto],dto,4
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\session-facade\src\main\java\com\iluwatar\sessionfacade\App.java,com.iluwatar.sessionfacade.App,main/1[java.lang.String[]],args,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\session-facade\src\main\java\com\iluwatar\sessionfacade\App.java,com.iluwatar.sessionfacade.App,main/1[java.lang.String[]],shoppingFacade,4
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\retry\src\main\java\com\iluwatar\retry\Retry.java,com.iluwatar.retry.Retry,"Retry/4[com.iluwatar.retry.BusinessOperation<T>,int,long,java.util.function.Predicate<java.lang.Exception>[]]",op,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\retry\src\main\java\com\iluwatar\retry\Retry.java,com.iluwatar.retry.Retry,"Retry/4[com.iluwatar.retry.BusinessOperation<T>,int,long,java.util.function.Predicate<java.lang.Exception>[]]",maxAttempts,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\retry\src\main\java\com\iluwatar\retry\Retry.java,com.iluwatar.retry.Retry,"Retry/4[com.iluwatar.retry.BusinessOperation<T>,int,long,java.util.function.Predicate<java.lang.Exception>[]]",delay,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\retry\src\main\java\com\iluwatar\retry\Retry.java,com.iluwatar.retry.Retry,"Retry/4[com.iluwatar.retry.BusinessOperation<T>,int,long,java.util.function.Predicate<java.lang.Exception>[]]",e,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\retry\src\main\java\com\iluwatar\retry\Retry.java,com.iluwatar.retry.Retry,"Retry/4[com.iluwatar.retry.BusinessOperation<T>,int,long,java.util.function.Predicate<java.lang.Exception>[]]",ignoreTests,1
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\retry\src\main\java\com\iluwatar\retry\Retry.java,com.iluwatar.retry.Retry,perform/0,e,3
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\retry\src\main\java\com\iluwatar\retry\Retry.java,com.iluwatar.retry.Retry,perform/0,f,0
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\business-delegate\src\test\java\com\iluwatar\business\delegate\BusinessDelegateTest.java,com.iluwatar.business.delegate.BusinessDelegateTest,testBusinessDelegate/0,client,2
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\business-delegate\src\test\java\com\iluwatar\business\delegate\BusinessDelegateTest.java,com.iluwatar.business.delegate.BusinessDelegateTest,setup/0,businessLookup,3
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\observer\src\test\java\com\iluwatar\observer\WeatherTest.java,com.iluwatar.observer.WeatherTest,testAddRemoveObserver/0,observer,5
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\observer\src\test\java\com\iluwatar\observer\WeatherTest.java,com.iluwatar.observer.WeatherTest,testAddRemoveObserver/0,weather,4
c:\Users\bruno\OneDrive\Documentos\lab-experimentacao\lab2\.\java_repos\java-design-patterns\observer\src\test\java\com\iluwatar\observer\WeatherTest.java,com.iluwatar.observer.WeatherTest,testTimePasses/0,weatherTypes,2
