name,owner,createdAt,updatedAt,stargazers,releases,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std,loc_total
pinpoint,pinpoint-apm,2014-10-20T09:27:22Z,2025-03-15T19:10:55Z,13539,59,5.149158961791244,4.0,5.637908797938929,1.1458170881140692,1.0,0.5336415767198451,11.63506739445249,0.0,86.15931544663952,283750
tink,tink-crypto,2014-06-06T16:21:09Z,2025-03-11T08:44:59Z,13521,21,7.6662116040955635,5.0,7.430358707041162,1.2887372013651877,1.0,1.241601337947264,30.075767918088737,1.0,184.04645445478647,82161
Material-Animations,lgvalle,2015-03-08T20:54:00Z,2025-03-14T12:43:30Z,13512,0,4.4,2.0,4.058660773300383,1.4666666666666666,1.0,0.7567874686642695,4.755555555555556,0.0,16.10781227111913,1010
Android-PickerView,Bigkoo,2014-12-28T01:46:38Z,2025-03-13T01:59:37Z,13470,0,3.725274725274725,2.0,5.05759260708521,1.1538461538461535,1.0,0.3628001262733126,15.494505494505496,0.0,90.5635901362344,4421
piggymetrics,sqshq,2015-03-29T17:56:31Z,2025-03-15T15:54:25Z,13410,2,6.040404040404041,5.0,4.342291297533661,1.0606060606060606,1.0,0.2398205884755764,3.828282828282828,0.0,10.079318494171469,1881
PictureSelector,LuckSiege,2017-01-04T07:47:39Z,2025-03-15T12:23:25Z,13402,116,5.156037991858887,2.0,8.657983218486747,1.237449118046133,1.0,0.6690421490487014,49.44911804613297,0.0,372.1857558768442,39103
zaproxy,zaproxy,2015-06-03T16:55:01Z,2025-03-15T16:36:20Z,13309,9,4.732192598487863,3.0,6.023334588217491,1.9072821329088736,1.0,1.804915962298108,69.5758058097891,1.0,346.7824843968793,182056
mit-deep-learning-book-pdf,janishar,2017-04-07T10:46:50Z,2025-03-15T18:11:59Z,13198,3,0.0,0.0,,1.0,1.0,,0.0,0.0,,2
mall-learning,macrozheng,2019-04-12T13:20:31Z,2025-03-15T13:58:59Z,13085,0,4.971887550200803,3.0,4.52448678824256,1.104417670682731,1.0,0.3064175187803729,229.5100401606425,0.0,1250.418375508805,14384
banner,youth5201314,2016-04-22T05:50:25Z,2025-03-15T06:24:05Z,12968,0,6.082191780821918,5.0,6.157094879210338,1.8356164383561644,2.0,0.6874610823355949,47.68493150684932,1.0,350.8987617814958,2724
languagetool,languagetool-org,2013-08-08T16:37:22Z,2025-03-15T19:34:11Z,12877,0,5.378076923076923,4.0,6.298871271411349,1.591923076923077,1.0,0.990534343539485,55.12346153846154,1.0,392.9190525123235,211414
stetho,facebook,2015-01-22T22:34:10Z,2025-03-15T03:43:27Z,12693,13,4.379251700680272,3.0,5.372405181003454,1.423469387755102,1.0,1.2488878339904,7.496598639455782,0.0,31.24805937953342,19241
greenDAO,greenrobot,2011-10-22T16:15:14Z,2025-03-14T03:12:14Z,12624,8,5.019230769230769,4.0,4.693018489964621,2.101648351648352,1.0,1.7162639697155655,47.4532967032967,1.0,241.2834267571424,18545
dex2jar,pxb1988,2015-03-16T09:13:07Z,2025-03-15T15:44:35Z,12585,8,5.42907180385289,3.0,6.850518921061209,1.5709281961471104,1.0,0.9821900056078066,21.13309982486865,0.0,136.5138504920424,41716
guice,google,2014-05-28T23:18:53Z,2025-03-13T21:34:02Z,12579,19,3.7951995825723976,2.0,5.407946476430898,1.2875032611531438,1.0,1.1983778404094665,8.235585703104618,0.0,75.49473613614877,82878
Matisse,zhihu,2017-04-13T01:31:05Z,2025-03-14T17:41:59Z,12547,15,6.657894736842105,5.0,7.38386101634991,1.394736842105263,1.0,0.6341177044980645,8.078947368421053,0.0,16.138370969334535,3418
cryptomator,cryptomator,2014-02-02T00:43:47Z,2025-03-15T17:13:27Z,12520,183,8.210401891252955,6.0,7.66265552197978,1.442080378250591,1.0,1.0027580086221106,17.91725768321513,1.0,61.48274724323583,16235
eureka,Netflix,2012-07-26T22:23:07Z,2025-03-14T08:54:24Z,12502,150,5.884097035040432,4.0,6.438542884356863,1.2708894878706198,1.0,0.7052446794879251,18.57277628032345,0.0,134.51623509258263,32879
spring-boot-admin,codecentric,2014-07-25T11:39:13Z,2025-03-15T07:07:28Z,12496,131,7.640425531914894,6.0,6.229141212476703,1.25531914893617,1.0,0.5901857286499277,7.163829787234042,0.0,29.391787181880463,13914
AndroidViewAnimations,daimajia,2014-06-23T03:53:13Z,2025-03-14T03:12:22Z,12453,9,3.3780487804878048,2.0,7.030164713491828,1.804878048780488,2.0,0.3987333150731603,2.292682926829268,0.0,12.889356126471698,965
zookeeper,apache,2009-03-27T15:41:56Z,2025-03-15T15:48:27Z,12410,0,5.636572742955722,3.0,7.060983493956517,2.008625646923519,1.0,3.016150487001509,37.23174238067856,0.0,393.7852083791577,121444
AndroidSwipeLayout,daimajia,2014-08-25T04:09:33Z,2025-03-13T12:03:50Z,12399,18,3.716216216216216,2.0,4.944958052844429,1.3243243243243243,1.0,0.599271432271895,58.9054054054054,0.0,480.28439545578254,2770
Mybatis-PageHelper,pagehelper,2014-06-09T15:32:30Z,2025-03-15T15:11:45Z,12281,14,5.815642458100559,6.0,4.921242764115149,1.4245810055865922,1.0,0.8404514690165142,29.96648044692737,0.0,191.43546744522047,7339
COLA,alibaba,2018-02-06T13:46:27Z,2025-03-15T13:00:28Z,12279,11,4.231075697211155,3.0,4.413098634647628,1.3286852589641434,1.0,0.729704684573462,3.693227091633466,0.0,13.618611558549487,7999
mall-swarm,macrozheng,2019-11-25T06:55:31Z,2025-03-15T14:28:17Z,12184,3,3.787958115183246,3.0,4.729878983245383,1.2316753926701571,1.0,0.4344192964871566,1106.2290575916231,13.0,8134.410503033857,101603
jedis,redis,2010-06-11T13:04:43Z,2025-03-15T09:46:02Z,11990,109,5.278133577310156,3.0,8.452704413256841,1.433668801463861,1.0,0.8720533787190345,515.1738334858188,1.0,13068.243820435106,97833
uCrop,Yalantis,2016-01-05T13:41:06Z,2025-03-14T02:18:31Z,11958,18,6.298701298701299,3.0,8.541023196230704,1.3636363636363635,1.0,0.8415069644939762,28.90909090909091,1.0,81.54514116639255,4669
metersphere,metersphere,2020-02-03T02:06:12Z,2025-03-15T12:28:28Z,11894,175,6.7131374722838135,3.0,11.512629692679162,1.2998891352549888,1.0,0.5480818065427672,448.6809866962306,0.0,3766.739457660314,315289
VasSonic,Tencent,2017-08-01T08:35:13Z,2025-03-15T15:43:50Z,11848,10,4.198198198198198,2.0,4.900500567789562,1.279279279279279,1.0,0.5903954171288498,21.61261261261261,0.0,96.04252572983884,7421
matrix,Tencent,2018-12-11T07:08:02Z,2025-03-15T16:29:17Z,11761,16,5.680545585068198,3.0,7.131706502174467,1.3431442928930366,1.0,1.0135493809869782,12.894472361809044,0.0,65.66915448039812,79032
android-interview-questions,amitshekhariitbhu,2017-07-09T18:47:24Z,2025-03-15T05:57:49Z,11716,0,0.0,0.0,,1.0,1.0,,0.0,0.0,,5
grpc-java,grpc,2014-12-08T19:00:00Z,2025-03-14T23:54:39Z,11637,176,5.586776859504132,3.0,7.926094237576736,1.3904499540863178,1.0,0.987607209892146,12.950229568411386,0.0,112.43771686987668,255578
webmagic,code4craft,2013-04-23T12:57:36Z,2025-03-13T06:58:06Z,11516,33,4.531976744186046,4.0,3.8717216004073807,1.183139534883721,1.0,0.5851969076357877,11.465116279069768,1.0,76.64038133200606,8794
CtCI-6th-Edition,careercup,2015-07-02T06:28:46Z,2025-03-14T22:18:18Z,11401,0,2.12807881773399,2.0,1.5665131894513098,1.0689655172413792,1.0,0.3322160646501237,4.482758620689655,1.0,16.69807687504354,21093
ImmersionBar,gyf-dev,2017-04-19T05:10:09Z,2025-03-13T06:19:52Z,11375,0,6.352112676056338,5.0,7.113265185850683,2.105633802816901,2.0,1.0014722954558344,159.25352112676055,3.0,1752.5199179840372,7237
newbee-mall,newbee-ltd,2019-09-21T03:56:04Z,2025-03-15T11:37:56Z,11263,0,5.033707865168539,2.0,6.245815759738397,1.0674157303370786,1.0,0.4471564910375532,34.91011235955056,4.0,68.17551554117809,3935
xManager,Team-xManager,2021-02-08T11:31:10Z,2025-03-15T19:03:12Z,11244,50,1.876615746180964,2.0,2.467207197801024,1.0129259694477086,1.0,0.1905342777130086,6.675675675675675,0.0,160.52347633505195,45118
PermissionsDispatcher,permissions-dispatcher,2015-08-15T21:41:05Z,2025-03-14T03:12:37Z,11228,40,1.6218487394957983,0.0,3.28321771850358,1.226890756302521,1.0,0.5278189017545916,34.378151260504204,3.0,327.1933806362018,3184
OpenRefine,OpenRefine,2012-10-15T02:22:48Z,2025-03-15T17:18:22Z,11185,68,6.664981949458483,5.0,6.6091629130171325,1.711913357400722,1.0,0.9249486119153688,12.740794223826716,1.0,58.17280382498408,71966
debezium,debezium,2016-01-22T20:17:05Z,2025-03-15T11:33:39Z,11176,0,6.875907799179034,5.0,7.451893130838767,1.5977265550994633,1.0,1.010291894923966,56.0309441111462,1.0,487.13342372522345,203498
interview,mission-peace,2014-07-20T21:27:31Z,2025-03-15T04:49:20Z,11137,0,2.0134932533733134,2.0,1.2222158781214525,1.0374812593703149,1.0,0.3101461646015152,3.4092953523238383,1.0,13.557754469656206,27259
plantuml,plantuml,2010-11-04T15:55:50Z,2025-03-15T19:33:03Z,11109,53,7.191390041493776,5.0,7.611697499214824,1.549273858921162,1.0,0.918273625088442,37.2448132780083,1.0,629.9465291158253,184762
FlycoTabLayout,H07000223,2015-11-09T01:53:19Z,2025-03-15T11:55:47Z,11089,4,6.454545454545454,3.0,8.867394308261126,1.5454545454545454,1.0,0.7111130839619098,223.0909090909091,1.0,720.4494414789095,2730
jsoup,jhy,2009-12-19T01:29:58Z,2025-03-15T15:08:31Z,11081,17,6.086614173228346,4.0,6.948332199032684,1.7874015748031495,1.0,3.2394685754720944,228.20472440944883,1.0,1722.7383969405832,35476
FileDownloader,lingochamp,2015-12-22T11:17:16Z,2025-03-13T11:48:05Z,11079,65,4.5278810408921935,2.0,5.449579229338784,1.687732342007435,1.0,2.503556810661841,42.01486988847584,1.0,232.44795550158608,14387
SlidingMenu,jfeinstein10,2012-06-30T05:14:23Z,2025-03-13T03:58:36Z,11063,0,5.121621621621622,3.0,5.573795594953283,1.95945945945946,1.0,1.5914083466323814,47.44594594594594,0.0,228.9914242512146,3085
androidannotations,androidannotations,2012-01-06T08:48:03Z,2025-03-09T17:35:44Z,11044,0,5.95742471443406,4.0,6.418629850787938,1.6832814122533748,1.0,0.8995268048812524,26.09865005192108,1.0,213.1771530301953,28800
SmarterStreaming,daniulive,2016-03-26T14:46:02Z,2025-03-15T05:40:41Z,11016,0,3.8488372093023258,2.0,7.190828209317568,1.052325581395349,1.0,0.2233329375152536,71.55232558139535,0.0,506.2634621938017,10750
javapoet,square,2013-02-01T16:56:30Z,2025-03-15T05:27:58Z,10853,0,4.505050505050505,2.0,5.878660366231821,1.1515151515151516,1.0,0.6121830519165027,129.84848484848484,0.0,749.167597439854,7541
vlayout,alibaba,2017-02-27T08:11:47Z,2025-03-11T14:53:13Z,10790,34,5.314465408805032,3.0,6.714935520751223,1.8553459119496856,1.0,1.491904220240838,72.54088050314465,0.0,368.42813122123175,14042
jvm,doocs,2018-06-23T01:12:59Z,2025-03-15T15:08:05Z,10652,0,0.0,0.0,,1.0,1.0,,0.0,0.0,,5
android-async-http,android-async-http,2011-02-20T03:25:07Z,2025-03-13T04:04:40Z,10633,3,5.662337662337662,4.0,6.150849645566304,1.7857142857142858,1.0,1.078393174775521,45.87662337662338,3.0,293.7046297138016,7620
Paper,PaperMC,2016-01-22T05:40:19Z,2025-03-15T17:17:44Z,10626,0,6.605481518732713,5.0,11.592272634592897,1.652753331657028,1.0,1.1750093487168607,116.95121951219512,1.0,1873.856005972944,158440
Java-WebSocket,TooTallNate,2010-01-20T23:33:04Z,2025-03-15T15:26:53Z,10617,19,3.555555555555556,2.0,4.127042358939224,1.8199233716475096,1.0,1.3509774217600796,36.34099616858238,6.0,181.8139227483904,12801
okhttp-OkGo,jeasonlzy,2016-01-15T10:35:24Z,2025-03-13T15:39:00Z,10610,14,5.650969529085873,5.0,5.139720636772872,1.623268698060942,1.0,1.0759550575810002,19.445983379501385,0.0,124.49892008317784,13418
clojure,clojure,2010-06-29T20:03:33Z,2025-03-15T02:24:28Z,10571,0,3.599781897491821,0.0,7.881361017030221,1.495092693565976,1.0,2.34269931578794,130.3107960741549,0.0,1974.9198658285995,46790
jjwt,jwtk,2014-09-13T01:06:24Z,2025-03-14T19:18:20Z,10540,7,5.639705882352941,4.0,6.83525989366081,2.020220588235294,1.0,2.405019908766722,26.303308823529413,1.0,143.53234473577126,15898
pkl,apple,2024-01-19T17:28:45Z,2025-03-15T10:59:48Z,10538,13,6.290806754221388,5.0,7.882895047504239,4.348968105065666,3.0,15.21488295066253,27.52220137585991,0.0,216.0061055808776,60045
auto,google,2013-05-22T21:41:56Z,2025-03-15T14:21:03Z,10489,66,4.11062335381914,3.0,8.608455271383999,1.7058823529411764,1.0,3.252479193407077,25.51624231782265,1.0,269.1689326036965,31892
JiaoZiVideoPlayer,lipangit,2016-02-06T11:04:24Z,2025-03-12T14:52:37Z,10486,78,7.27536231884058,6.0,6.4463488479708975,2.115942028985508,2.0,0.9782371883086128,56.63768115942029,4.0,213.1836388031864,4511
RxPermissions,tbruyelle,2015-09-29T13:55:09Z,2025-03-14T03:12:56Z,10482,11,4.65,2.0,5.668704483946557,1.1,1.0,0.3077935056255462,10.1,0.0,33.52438232878148,876
VirtualApp,asLody,2016-07-06T13:25:23Z,2025-03-15T16:43:07Z,10444,0,3.9408450704225353,2.0,5.276767794315015,2.5880281690140845,2.0,11.271084586908149,15.611267605633802,0.0,114.80949511662648,46624
kafka-ui,provectus,2019-11-26T15:55:55Z,2025-03-15T14:21:30Z,10440,25,7.243664717348928,5.0,7.312038167885612,1.510721247563353,1.0,1.0736465254442171,17.13450292397661,1.0,86.13159580261116,18139
OpenSearch,opensearch-project,2021-01-29T22:10:00Z,2025-03-15T19:25:38Z,10355,52,7.420842022205941,5.0,9.891681910527726,1.740404666629093,1.0,1.5585789345616972,38.01916248661444,1.0,405.5934366062911,1199786
MVPArms,JessYanCoding,2016-08-06T08:49:56Z,2025-03-14T05:49:31Z,10280,25,6.644295302013423,5.0,5.93782404578428,1.2818791946308723,1.0,0.5704495253597208,32.1006711409396,3.0,147.0248988366423,5986
ViewPagerIndicator,JakeWharton,2011-08-04T17:13:44Z,2025-03-04T02:39:48Z,10123,0,6.015151515151516,6.0,5.225653950220891,2.712121212121212,3.0,1.2498018490963525,29.27272727272728,0.0,127.33970864817226,2947
resilience4j,resilience4j,2015-06-03T09:21:01Z,2025-03-15T03:29:27Z,10034,35,7.017131979695432,6.0,6.171132871045162,1.4720812182741116,1.0,1.0131740393606246,18.30393401015228,1.0,93.63615980276518,60638
lawnchair,LawnchairLauncher,2017-03-03T13:12:58Z,2025-03-15T17:13:49Z,9962,29,10.318461538461538,5.0,14.236832834013391,1.5846153846153843,1.0,1.1630971338725944,96.94307692307692,1.0,1004.4194068544654,248468
Aegis,beemdevelopment,2016-08-15T19:10:31Z,2025-03-15T18:55:43Z,9939,69,7.419642857142857,5.0,9.414291000386,1.7098214285714286,1.0,1.0235228737973183,21.908482142857142,1.0,138.0375499910599,23455
zfile,zfile-dev,2019-08-19T13:57:56Z,2025-03-15T19:04:23Z,9925,61,6.95970695970696,4.0,6.761307733475297,1.5677655677655675,1.0,1.1456380462758595,5.091575091575091,0.0,21.15616919332128,6839
glide-transformations,wasabeef,2015-01-09T10:33:29Z,2025-03-14T07:22:15Z,9917,0,5.555555555555555,5.0,3.3550574147710583,2.1481481481481484,2.0,0.769800358919501,2.7777777777777777,0.0,4.534765987799433,991
easypermissions,googlesamples,2015-12-22T18:05:53Z,2025-03-14T03:15:30Z,9893,12,8.93939393939394,8.0,5.803767062969716,1.4848484848484849,1.0,0.618527087180309,12.212121212121213,6.0,21.774063664939728,1705
aws-doc-sdk-examples,awsdocs,2016-08-18T19:06:57Z,2025-03-15T16:43:56Z,9877,0,6.944444444444445,5.0,6.295852692171353,1.0343320848938826,1.0,0.2839796327413118,6.1379525593008735,1.0,24.12198999464872,76529
paascloud-master,paascloud,2018-03-17T05:40:43Z,2025-03-15T17:31:45Z,9869,0,6.10377358490566,4.0,6.045152800427452,1.3153638814016173,1.0,0.5426541109636764,5.4568733153638815,0.0,25.617347149168022,16428
spider-flow,ssssssss-team,2020-03-27T11:07:15Z,2025-03-15T06:33:31Z,9848,2,5.385093167701863,4.0,5.169697901958636,1.7329192546583851,1.0,3.4017601399407105,20.32919254658385,1.0,49.78513538164725,8748
JsBridge,uknownothingsnow,2015-02-26T12:10:58Z,2025-03-15T12:50:12Z,9823,0,3.5172413793103448,2.0,5.032896706776699,1.1724137931034482,1.0,0.3844258722192447,17.24137931034483,0.0,48.65377328812652,1037
MagicIndicator,hackware1993,2016-06-26T08:20:43Z,2025-03-12T01:58:53Z,9765,12,5.0,4.0,4.535264871094123,1.3398058252427183,1.0,0.5697160981706183,26.941747572815533,3.0,79.46164758002276,4533
AVLoadingIndicatorView,HarlonWang,2015-10-24T20:18:33Z,2025-03-14T17:07:39Z,9753,1,3.565217391304348,2.0,2.3641291304893404,1.7826086956521738,1.0,1.0464601445871071,6.75,0.0,42.84462729342021,2161
Fragmentation,YoKeyword,2016-02-23T08:54:55Z,2025-03-14T12:43:30Z,9726,30,5.232394366197183,3.0,5.164660416227815,1.7077464788732395,1.0,1.0972869815833148,15.116197183098592,0.0,102.26939353165253,8981
spark,perwendel,2011-05-05T11:52:05Z,2025-03-15T08:05:18Z,9652,0,4.542986425339366,3.0,4.73422818369261,1.2986425339366516,1.0,0.781285632671563,47.11764705882353,0.0,408.47211399854285,9588
Android-ObservableScrollView,ksoichiro,2014-11-08T14:45:20Z,2025-03-14T03:15:42Z,9650,0,5.014925373134329,3.0,4.606336878748876,1.9671641791044776,2.0,1.1667022027281624,7.570149253731343,0.0,30.68499904098616,12621
react-native-camera,react-native-camera,2015-04-01T00:54:40Z,2025-03-11T14:17:57Z,9648,144,,,,,,,,,,0
spring-boot-api-project-seed,lihengming,2017-06-23T10:06:30Z,2025-03-15T14:46:03Z,9623,4,5.0,4.0,4.675162334843877,1.2666666666666666,1.0,0.7988086367179803,9.733333333333333,0.0,18.671853021007184,484
feign,OpenFeign,2013-06-26T23:28:16Z,2025-03-14T09:26:15Z,9611,38,5.134028892455858,3.0,6.309718212062281,1.6829855537720706,1.0,3.2491925835153355,13.226324237560192,0.0,79.37623376805433,37392
android-Ultra-Pull-To-Refresh,liaohuqiu,2014-11-13T03:13:10Z,2025-03-07T05:22:47Z,9581,8,4.055900621118012,2.0,4.389260255448759,1.4161490683229814,1.0,0.754644007224434,19.142857142857142,0.0,138.95646157802707,5476
android-gif-drawable,koral--,2013-01-30T01:37:46Z,2025-03-13T12:32:35Z,9578,61,6.15625,4.0,6.372606927123236,1.65625,1.0,1.28753178416616,59.734375,0.0,286.65992473730404,2920
DanmakuFlameMaster,bilibili,2013-08-11T12:18:50Z,2025-03-14T03:15:43Z,9569,5,5.162790697674419,3.0,6.120353284754513,1.6104651162790695,1.0,1.3741582490793598,47.50581395348837,1.0,158.937609484635,12879
GmsCore,microg,2014-04-23T19:28:47Z,2025-03-15T17:14:50Z,9542,38,5.62962962962963,5.0,4.973433370063864,1.7612535612535614,2.0,0.9642897676946104,14.496296296296295,0.0,69.60760979974118,53169
Mycat-Server,MyCATApache,2014-12-04T02:46:54Z,2025-03-15T14:11:01Z,9540,7,4.895429899302866,3.0,6.21481619505349,1.2943454686289697,1.0,0.7207601079916163,78.48799380325329,0.0,882.9322274481729,92939
AndroidSlidingUpPanel,umano,2013-05-31T18:33:53Z,2025-03-13T07:31:05Z,9511,8,4.941176470588236,2.0,6.637682090113367,1.3529411764705883,1.0,0.7859052479933758,132.0,0.0,373.94067042781,2011
Signal-Server,signalapp,2013-12-09T07:10:36Z,2025-03-15T17:27:30Z,9423,0,8.913185913185913,5.0,12.727496943554724,1.497133497133497,1.0,1.4220857365151982,14.643734643734645,0.0,103.35680687954752,56773
PocketHub,pockethub,2011-09-08T16:52:50Z,2025-03-14T05:53:16Z,9387,1,6.575471698113208,5.0,5.341331486748215,1.481132075471698,1.0,0.7632697444891576,9.04245283018868,0.0,35.25174312012447,6980
cim,crossoverJie,2018-05-20T15:55:56Z,2025-03-13T15:20:16Z,9376,8,4.823863636363637,4.0,4.830581019609649,1.2727272727272727,1.0,0.7364357829014437,6.403409090909091,0.0,17.762940225496042,4991
AgentWeb,Justson,2017-05-12T07:45:56Z,2025-03-14T07:44:03Z,9305,21,5.3984375,3.0,7.348298289066527,1.48828125,1.0,0.9979682177932774,18.79296875,0.0,99.1625329969321,11320
spring-reading,xuchengsheng,2023-09-15T06:42:44Z,2025-03-15T12:14:45Z,9269,0,2.813793103448276,3.0,2.17881021116674,1.0275862068965518,1.0,0.1640671474574844,0.5413793103448276,0.0,3.204669737355475,3078
testing-samples,android,2014-10-11T03:51:27Z,2025-03-14T18:36:11Z,9243,0,5.5,5.5,3.547161251081838,1.3488372093023255,1.0,0.5261948165386281,3.1511627906976742,0.0,6.805737098620572,1849
AndroidNote,GcsSloop,2016-01-04T23:51:36Z,2025-03-15T17:45:24Z,9229,0,4.875,1.0,5.986592162013855,1.375,1.0,0.5175491695067657,8.125,3.0,12.744046228953906,402
CalendarView,huanghaibin-dev,2017-03-11T07:16:09Z,2025-03-14T10:10:07Z,9218,1,6.568181818181818,4.0,7.124678165435892,2.159090909090909,1.0,1.4919698475418417,53.18181818181818,3.0,390.12795103891006,11557
cassandra,apache,2009-05-21T02:10:09Z,2025-03-15T16:22:07Z,9080,0,6.602926383173297,4.0,7.637358159211238,1.7705532693187014,1.0,1.707088219084588,58.21225422953818,1.0,1395.6919491936223,639975
android-gpuimage,cats-oss,2012-10-04T08:11:58Z,2025-03-15T03:43:23Z,9067,0,2.9607843137254903,2.0,3.748477503111266,2.156862745098039,2.0,1.192728225202643,11.300653594771244,0.0,54.176014911354144,6341
JsonPath,json-path,2011-01-24T13:19:19Z,2025-03-15T08:23:15Z,9061,10,4.557065217391305,3.0,4.803155647084739,1.486413043478261,1.0,1.0923714487589544,29.29076086956522,0.0,118.93177913742312,16468
VirtualAPK,didi,2017-06-29T07:25:05Z,2025-03-14T03:15:54Z,9016,4,4.895705521472393,3.0,6.16803137745269,1.6134969325153374,1.0,1.4286536585978775,17.57668711656442,1.0,66.27979373906393,7981
MaterialDesignLibrary,navasmdc,2014-09-30T07:37:17Z,2025-03-02T14:37:44Z,8985,3,4.536585365853658,3.0,4.494702291604369,1.817073170731708,1.0,1.2285497701720602,6.7560975609756095,0.0,18.90493499853957,2927
EhViewer,seven332,2014-05-14T12:03:52Z,2025-03-15T19:17:39Z,8963,97,7.144758735440932,4.0,10.200359960153092,1.821963394342762,1.0,1.5099393382929194,45.26289517470882,1.0,450.453842368195,44372
Jetpack-MVVM-Best-Practice,KunMinX,2019-10-31T05:21:01Z,2025-03-15T02:17:01Z,8906,0,4.840336134453781,3.0,5.079008299834223,1.6218487394957983,1.0,1.0734989254899414,12.0,0.0,68.96781366720202,3691
storm,nathanmarz,2011-09-17T07:55:13Z,2025-03-13T04:05:46Z,8820,0,4.425381903642773,3.0,5.148387726027191,1.2878965922444183,1.0,0.9257526889288316,33.070505287896594,1.0,133.1412596573885,60552
StatusBarUtil,laobie,2016-02-15T03:06:06Z,2025-03-05T02:15:18Z,8807,0,4.151515151515151,3.0,3.5277578938435896,1.5454545454545454,1.0,0.8325754129097365,22.545454545454547,0.0,124.49299450900112,1036
awesome-leetcode-resources,ashishps1,2023-10-25T01:48:19Z,2025-03-15T19:32:22Z,8795,0,1.181818181818182,1.0,0.4045199174779452,1.0,1.0,0.0,4.727272727272728,0.0,8.259429872465885,360
Android_Data,Freelander,2015-04-04T01:37:44Z,2025-03-13T12:25:01Z,8772,0,2.0,2.0,2.8284271247461903,1.0,1.0,0.0,3.0,3.0,4.242640687119285,116
awesome-java-leetcode,Blankj,2017-04-17T15:51:41Z,2025-03-14T14:42:17Z,8704,0,1.6805555555555556,2.0,0.5522397134356254,1.0,1.0,0.0,1.1666666666666667,1.0,0.6920066758613097,1772
Android-PullToRefresh,chrisbanes,2011-11-29T09:59:56Z,2025-03-08T02:17:34Z,8700,0,6.024390243902439,4.5,5.847814004904143,2.109756097560976,2.0,1.360882951951775,55.84146341463415,1.0,370.8636057394005,3567
Android-SpinKit,ybq,2016-03-20T08:40:51Z,2025-03-14T03:16:07Z,8650,0,4.816901408450704,5.0,3.534765537405071,3.1690140845070425,2.0,2.4668424901536303,21.52112676056338,1.0,134.5702003899748,1812
jna,java-native-access,2011-04-29T13:30:29Z,2025-03-15T00:21:40Z,8647,0,4.876799322607959,3.0,6.610708029665608,2.531329381879763,2.0,4.972358223704904,44.94453852667231,0.0,515.7864112998258,106756
jmeter,apache,2010-05-26T23:38:07Z,2025-03-15T18:53:25Z,8629,10,5.4953434225844005,4.0,5.9654149192355055,1.9994179278230504,2.0,1.5018915307111993,62.16763678696158,3.0,382.8214947818113,127441
Calligraphy,chrisjenx,2013-12-20T02:35:45Z,2025-03-07T10:16:01Z,8583,4,5.72,5.0,5.062278801751901,1.44,1.0,0.5830951894845301,11.36,3.0,26.94420160257119,968
AndResGuard,shwenzhang,2015-10-11T11:48:06Z,2025-03-14T03:16:12Z,8581,4,3.5303030303030303,2.0,4.558068744105411,1.5,1.0,0.8638019716079873,22.37878787878788,1.5,44.337088191235445,6506
epoxy,airbnb,2016-08-08T23:05:11Z,2025-03-11T05:47:01Z,8537,76,7.19672131147541,5.0,6.334205295081201,1.8131147540983608,2.0,1.0726446928299131,138.77377049180328,1.0,320.17998525236305,43286
junit4,junit-team,2009-01-13T03:41:26Z,2025-03-15T06:12:38Z,8529,13,3.8681169272603673,3.0,4.187965807893783,1.4643099932019037,1.0,1.0503890677433585,12.961250849762068,0.0,130.53931769190586,32946
react-native-image-picker,react-native-image-picker,2015-06-08T20:25:31Z,2025-03-15T12:39:24Z,8524,141,6.181818181818182,4.0,6.431456783935998,1.5454545454545454,2.0,0.5222329678670935,66.18181818181819,1.0,211.2400616274376,811
dropwizard,dropwizard,2011-01-19T19:52:29Z,2025-03-15T14:44:45Z,8524,176,5.957848837209302,4.0,5.834540114777803,1.5130813953488371,1.0,1.0053545859803878,19.17587209302325,0.0,216.82565671559257,39928
karate,karatelabs,2017-02-07T15:59:17Z,2025-03-15T16:03:43Z,8484,54,6.63013698630137,5.0,6.906892372503969,1.2054794520547945,1.0,0.5992311622862506,115.27568493150685,1.0,629.0959652334002,40088
Android-Debug-Database,amitshekhariitbhu,2016-11-16T14:20:24Z,2025-03-13T09:03:47Z,8463,14,4.147540983606557,4.0,3.8027887379911536,1.278688524590164,1.0,0.520613341517599,8.80327868852459,0.0,22.79825992784767,2393
BottomBar,roughike,2016-03-16T01:31:05Z,2025-03-15T01:57:23Z,8408,4,4.909090909090909,2.0,6.833688659816213,1.2878787878787878,1.0,0.6267167564170378,61.66666666666666,0.0,332.0319416206975,2834
tsunami-security-scanner,google,2020-06-03T16:20:00Z,2025-03-13T09:21:39Z,8355,25,6.191637630662021,5.0,6.104125605415641,1.543554006968641,1.0,0.9520048313932684,14.526132404181183,0.0,53.96066794748793,8424
AndroidPdfViewer,DImuthuUpe,2016-06-02T20:21:21Z,2025-03-14T01:12:08Z,8259,0,4.947368421052632,1.0,8.270906524489448,1.2456140350877194,1.0,0.6059438256138094,76.78947368421052,0.0,440.4714494088815,3328
testcontainers-java,testcontainers,2015-04-12T12:44:59Z,2025-03-14T14:18:49Z,8156,81,5.4472807991120975,5.0,4.869947049444951,1.4816870144284129,1.0,0.8761962208813406,22.09211986681465,1.0,186.9530640860637,30782
