name,owner,createdAt,updatedAt,stargazers,releases,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std,loc_total
atlas,alibaba,2017-02-28T06:31:43Z,2025-03-14T02:13:16Z,8140,7,5.638559708295351,4.0,6.71959307365771,1.4357338195077485,1.0,0.917340291033482,29.88422971741112,1.0,157.48839315413363,157514
MaterialViewPager,florent37,2015-04-24T17:53:15Z,2025-03-15T10:28:40Z,8119,11,4.545454545454546,3.0,4.843862313708442,1.2954545454545454,1.0,0.5531955983003284,9.386363636363637,0.0,26.4823029184528,1616
LitePal,guolindev,2013-02-20T03:20:07Z,2025-03-14T03:16:18Z,8109,0,5.009950248756219,3.0,5.162354162348069,1.6517412935323383,1.0,0.9581802819596732,49.44776119402985,0.0,248.8698625938116,11830
im-server,wildfirechat,2019-01-23T15:21:28Z,2025-03-15T15:47:25Z,8093,103,6.413173652694611,3.0,8.05035017684415,1.5429141716566863,1.0,2.5032755146640264,108.41816367265469,1.0,394.2431788951026,156800
otter,alibaba,2013-08-09T09:31:22Z,2025-03-14T02:17:48Z,8090,10,4.613425925925926,3.0,5.38332377046698,1.373456790123457,1.0,0.7462891018995857,32.454475308641975,1.0,252.5434559708513,68163
beam,apache,2016-02-02T08:00:06Z,2025-03-15T15:56:46Z,8039,48,7.389393185774683,5.0,8.042178149598733,1.5340711265854263,1.0,1.399414721697898,19.36825416563044,0.0,170.8291409589405,718502
xpipe,xpipe-io,2023-01-27T02:25:38Z,2025-03-15T19:45:24Z,8038,95,6.444108761329305,5.0,6.371876040016878,1.5113293051359518,1.0,1.1318350975961056,17.408610271903324,1.0,145.59818993190092,51938
ysoserial,frohoff,2015-01-28T07:13:55Z,2025-03-15T14:16:27Z,8028,1,5.458333333333333,3.0,5.655213751665874,1.3416666666666666,1.0,0.6673141113818137,8.891666666666667,1.0,57.45846813328816,3851
SimianArmy,Netflix,2012-07-06T22:00:05Z,2025-03-08T05:01:27Z,7982,4,5.845901639344262,4.0,7.313415344656096,1.4229508196721312,1.0,0.7746802062241196,25.16065573770492,3.0,112.00547930483329,16056
subsampling-scale-image-view,davemorrissey,2013-08-26T16:45:25Z,2025-03-13T19:27:37Z,7938,21,5.625,3.5,6.619300631114319,1.5833333333333333,1.0,0.8841324226862571,79.72222222222223,0.0,641.0191757853813,4262
hugo,JakeWharton,2013-11-25T09:16:40Z,2025-03-11T02:56:24Z,7922,0,5.714285714285714,7.0,4.231401884099631,1.1428571428571428,1.0,0.3779644730092272,27.714285714285715,6.0,43.52284567026948,384
pentaho-kettle,pentaho,2013-10-08T18:27:11Z,2025-03-14T10:25:38Z,7918,1,5.9179705164149405,2.0,9.158668282485705,1.276928642488921,1.0,0.6138509568037348,80.22031292393959,0.0,1098.6244041263835,770085
UltimateAndroidReference,aritraroy,2017-04-10T07:28:27Z,2025-03-15T07:48:42Z,7866,0,1.0,1.0,,1.0,1.0,,0.0,0.0,,22
XPopup,junixapp,2018-12-07T06:16:48Z,2025-03-14T12:43:31Z,7857,221,4.704918032786885,3.0,6.320768457338521,1.5770491803278688,1.0,1.127467096413191,22.901639344262296,0.0,135.87793294636697,12348
HomeMirror,HannahMitt,2015-08-23T03:20:08Z,2025-03-03T20:47:38Z,7852,0,2.727272727272727,2.0,4.944446627030415,1.0757575757575757,1.0,0.2666375275454883,5.348484848484849,0.0,35.40338637616135,1719
metrics,dropwizard,2010-02-26T19:44:42Z,2025-03-15T15:23:02Z,7842,125,5.436578171091446,4.0,4.627764910515328,1.3436578171091444,1.0,0.7714703571651945,9.556047197640115,0.0,39.52953330434369,28068
material-theme-jetbrains,ChrisRM,2015-09-23T07:15:04Z,2025-03-05T08:18:40Z,7805,17,4.330532212885154,3.0,4.94321609785685,2.2549019607843137,2.0,1.4493353005412588,84.42296918767506,1.0,634.4224196460794,14517
LSPatch,LSPosed,2021-03-01T19:38:36Z,2025-03-15T19:37:41Z,7770,9,4.342465753424658,2.0,5.896156967175967,1.3493150684931507,1.0,0.8597711464018596,23.876712328767123,0.0,186.881223219122,7008
tomcat,apache,2011-10-01T07:00:19Z,2025-03-15T14:38:53Z,7745,0,4.544873161372841,3.0,5.831122005056411,1.8040929439351951,1.0,1.6612324538004937,135.48752931144745,0.0,1815.512934505336,359203
javacv,bytedeco,2014-04-21T13:50:26Z,2025-03-15T04:39:51Z,7716,12,6.121076233183857,4.0,6.751620073084641,2.1300448430493275,1.0,1.9233378216939483,133.99103139013454,1.0,704.2258799627374,26955
RxLifecycle,trello-archive,2015-07-20T13:32:23Z,2025-03-14T03:16:26Z,7703,22,6.432098765432099,6.0,6.164288830848491,1.654320987654321,1.0,1.141933599505248,1.4074074074074074,0.0,4.064411943251378,2368
react-native-svg,software-mansion,2016-01-17T14:29:21Z,2025-03-15T08:56:11Z,7659,121,6.311188811188811,4.0,7.124286162038357,2.2587412587412588,1.0,6.2617897634454325,77.25524475524476,1.0,230.4135136078129,15403
vjtools,vipshop,2018-05-29T09:07:08Z,2025-03-10T09:32:10Z,7651,9,3.134564643799472,2.0,3.4733060669672184,1.2770448548812663,1.0,0.7627406207856466,26.30079155672823,1.0,106.80640288758195,18382
MVVMHabit,goldze,2017-07-21T10:38:40Z,2025-03-14T03:16:29Z,7644,3,3.58307210031348,2.0,3.826237042263617,1.2727272727272727,1.0,0.6522161718478753,15.76489028213166,0.0,74.0550824820197,9110
aeron,aeron-io,2014-02-07T17:16:58Z,2025-03-15T14:14:52Z,7626,116,7.66168371361133,4.0,9.81002716960499,1.2974036191974825,1.0,0.9211347982194724,112.50983477576712,0.0,1221.3683947162965,117713
MyBookshelf,gedoor,2018-06-12T03:48:07Z,2025-03-15T08:52:00Z,7589,165,6.334828101644245,4.0,7.73542656287475,1.469357249626308,1.0,0.8845156863657957,58.66218236173393,1.0,338.61040366309305,48096
baritone,cabaletta,2018-08-01T15:34:21Z,2025-03-15T18:54:53Z,7576,78,6.685774946921444,4.0,8.284244812349854,1.3864118895966029,1.0,0.8090880551891901,21.634819532908704,1.0,122.85649117290636,22176
android-classyshark,google,2015-10-12T13:40:48Z,2025-03-11T13:06:56Z,7562,17,3.169811320754717,2.0,3.5664888361327947,1.278301886792453,1.0,0.9251109544809684,10.25,1.0,27.568935571233173,8714
RxJava-Android-Samples,kaushikgopal,2014-07-23T05:13:52Z,2025-03-13T22:58:14Z,7538,0,6.627906976744186,3.0,7.152204944471005,1.825581395348837,1.0,0.960292363141881,9.19767441860465,3.0,25.348776402743365,2633
AndroidAsync,koush,2012-08-24T07:27:04Z,2025-03-07T08:36:33Z,7536,0,3.613259668508287,2.0,5.022602883362448,1.5322283609576428,1.0,1.746470348555155,19.44014732965009,0.0,84.11027514648913,18086
closure-compiler,google,2014-04-16T15:30:36Z,2025-03-14T17:59:19Z,7482,0,6.786529260213471,5.0,8.247688723659042,1.5130658814869342,1.0,1.270311582794219,1252.7791682002207,1.0,29922.969527303307,316206
PojavLauncher,PojavLauncherTeam,2020-03-11T03:22:54Z,2025-03-15T19:08:18Z,7470,126,6.221393034825871,3.0,8.151510427162618,1.4104477611940298,1.0,0.6906502761872096,124.06218905472636,1.0,1597.6225583709202,27058
algs4,kevin-wayne,2015-08-31T09:28:49Z,2025-03-15T16:23:17Z,7468,0,4.003584229390681,4.0,2.50682264409731,1.021505376344086,1.0,0.1682641780180335,47.46953405017921,0.0,263.51807366407303,22516
hellocharts-android,lecho,2014-10-12T09:12:37Z,2025-03-14T03:16:51Z,7444,14,6.30718954248366,3.0,6.490155546907009,1.522875816993464,1.0,0.8278457086751498,40.294117647058826,1.0,150.07445004821955,10995
SDE-Interview-Questions,twowaits,2017-10-25T11:08:52Z,2025-03-15T12:44:10Z,7438,1,0.0,0.0,,1.0,1.0,,0.0,0.0,,5
LeetCode,yuanguangxin,2020-01-11T01:02:02Z,2025-03-13T01:32:09Z,7418,0,,,,,,,,,,0
swagger-core,swagger-api,2011-07-05T23:44:11Z,2025-03-15T12:33:18Z,7416,112,4.833099579242637,3.0,6.8388096686566815,1.226507713884993,1.0,0.6028226054360144,49.44670406732118,0.0,726.0589229626551,40630
PowerJob,PowerJob,2020-03-16T09:19:55Z,2025-03-15T07:02:32Z,7381,50,5.67891156462585,4.0,6.134974015482269,1.183673469387755,1.0,0.5502093750998397,5.0,0.0,27.16996658939177,23703
SpringCloud-Learning,dyc87112,2016-08-21T03:39:52Z,2025-03-12T16:14:07Z,7372,0,5.878205128205129,4.0,5.841797446947586,1.044871794871795,1.0,0.262144230641272,28.73397435897436,1.0,87.77794476981221,13492
VBlog,lenve,2017-12-26T11:01:55Z,2025-03-15T08:31:51Z,7367,0,4.551724137931035,4.0,3.62122914113576,1.0344827586206895,1.0,0.1856953381770519,29.06896551724138,1.0,92.84123584857984,781
Mapper,abel533,2014-11-21T11:02:10Z,2025-03-13T06:58:30Z,7365,8,5.056768558951965,4.0,4.6361069878951895,1.24235807860262,1.0,0.5294360429531781,36.1768558951965,0.0,175.54687713398212,19104
ShortcutBadger,leolin310148,2013-11-15T12:51:52Z,2025-03-14T20:58:28Z,7351,0,5.290322580645161,5.0,4.591249273615311,1.1612903225806452,1.0,0.4543694673976518,3.4838709677419355,1.0,7.531582249620308,885
HMCL,HMCL-dev,2015-06-22T08:06:03Z,2025-03-15T10:02:39Z,7350,234,6.858962693357598,4.0,8.171830597635855,1.6860782529572338,1.0,1.200598286371015,38.23293903548681,1.0,315.7182466436784,66198
RePlugin,Qihoo360,2017-06-08T09:39:09Z,2025-03-14T06:37:44Z,7306,19,5.197368421052632,3.0,6.257169398677635,1.4166666666666667,1.0,0.6774764637788968,32.01973684210526,0.0,182.824174360176,30275
dagger,square,2012-08-02T23:25:32Z,2025-03-15T15:23:11Z,7305,0,3.174876847290641,3.0,2.9466799663862604,1.229064039408867,1.0,0.716123039871297,5.987684729064039,0.0,45.362815533703404,8043
Android-Bootstrap,Bearded-Hen,2013-11-01T15:36:17Z,2025-03-14T03:16:53Z,7279,5,6.962025316455696,3.0,8.321185563297938,1.6708860759493671,1.0,0.8581661871710137,31.39240506329114,2.0,77.89101816517858,10389
sweet-alert-dialog,pedant,2014-10-19T09:24:09Z,2025-03-14T03:16:54Z,7257,2,4.375,1.5,5.536244214266564,1.25,1.0,0.4472135954999579,31.0625,0.0,88.94977515429704,943
TakePhoto,crazycodeboy,2015-08-04T02:05:32Z,2025-03-15T19:18:08Z,7242,15,5.054545454545455,2.0,5.810011097771583,1.2545454545454546,1.0,0.5517038194331307,10.89090909090909,1.0,22.58045100693889,2403
UltimateRecyclerView,cymcsg,2015-01-28T02:27:45Z,2025-03-12T10:13:57Z,7211,9,5.214659685863874,3.0,6.046277765556716,1.693717277486911,1.0,1.083356456203021,41.39267015706806,0.0,268.31707014250776,16083
WeChatLuckyMoney,geeeeeeeeek,2015-09-30T16:11:20Z,2025-03-13T06:57:38Z,7209,20,5.380952380952381,3.0,5.123243020550465,1.380952380952381,1.0,0.4976133515281192,8.80952380952381,1.0,18.42449198110777,931
xmall,Exrick,2017-07-28T01:49:49Z,2025-03-14T13:10:03Z,7198,0,4.310126582278481,3.0,5.414151824979242,1.1613924050632911,1.0,0.4169769790827677,632.8291139240506,13.0,2870.931221510148,45293
agera,google,2015-12-17T13:22:58Z,2025-03-07T16:09:03Z,7181,16,6.327586206896552,4.0,6.685696996308813,1.2413793103448276,1.0,0.5362417219366128,14.844827586206897,0.0,106.49473267415816,10897
SmartTabLayout,ogaclejapan,2015-02-14T11:25:51Z,2025-03-07T09:10:12Z,7092,0,6.355555555555555,4.0,5.7767384457587365,1.6444444444444444,1.0,0.9806202943118,9.71111111111111,1.0,27.89152870922233,1912
ActionBarSherlock,JakeWharton,2011-03-07T17:28:54Z,2025-03-07T12:26:58Z,7085,32,6.283372365339578,4.0,7.111240844390946,1.950819672131148,1.0,1.5654479425495935,63.39812646370024,0.0,264.2789122700864,26463
MinecraftForge,MinecraftForge,2012-01-30T01:35:01Z,2025-03-15T12:59:29Z,7081,0,6.781306171360096,5.0,9.972419301961814,2.2186938286399043,1.0,3.0476999969338867,38.431396045536246,1.0,528.5019672370289,62505
KnowStreaming,didi,2020-03-19T05:13:51Z,2025-03-14T09:20:00Z,7051,23,7.19593147751606,4.0,8.052290557041578,1.8190578158458244,1.0,1.0938886899987226,10.322269807280517,0.0,44.61157834690863,31517
LeetCode-Book,krahets,2021-12-17T14:16:02Z,2025-03-15T15:02:29Z,7050,0,1.3333333333333333,1.0,0.9322023905873988,1.0,1.0,0.0,0.0852713178294573,0.0,0.4916581608311564,3121
nanohttpd,NanoHttpd,2012-08-10T21:52:42Z,2025-03-15T08:33:05Z,7043,3,4.340277777777778,3.0,4.361566399902845,1.7916666666666667,1.0,1.563906709431287,22.15972222222222,1.0,88.26918961272577,7106
Timber,naman14,2015-06-12T16:43:55Z,2025-03-15T15:27:36Z,7031,5,5.399558498896247,3.0,6.6798932069287575,1.4613686534216337,1.0,0.8154671165772154,19.748344370860927,0.0,171.85482986239168,21819
iceberg,apache,2018-11-19T16:26:46Z,2025-03-15T15:36:34Z,7023,26,8.496316758747698,6.0,8.099967466641981,1.6052025782688766,1.0,1.485513935084803,35.39502762430939,2.0,165.1414914885157,296106
elasticsearch-sql,NLPchina,2014-08-24T14:26:31Z,2025-03-06T02:25:30Z,7008,261,9.740601503759398,6.0,20.06170683531842,2.12406015037594,2.0,1.5133444345225429,197.34586466165413,2.0,1295.6812911469078,32652
alluxio,Alluxio,2012-12-21T17:43:46Z,2025-03-15T16:02:26Z,6953,61,6.906630245840576,5.0,8.367474419445127,1.4834864663521232,1.0,1.4852856576603604,30.658803079215296,1.0,238.1727484853604,252449
error-prone,google,2014-08-21T23:26:50Z,2025-03-15T16:44:32Z,6942,52,7.79080824088748,5.0,13.471569130505138,1.5305863708399363,1.0,1.0932719844411265,25.743581616481777,0.0,340.308188476899,107839
rest-assured,rest-assured,2010-10-21T08:35:43Z,2025-03-15T19:00:04Z,6925,0,5.231534090909091,4.0,5.825003732400323,1.1988636363636365,1.0,0.4559689336281411,105.87926136363636,0.0,586.37642808666,28526
DroidPlugin,DroidPluginTeam,2015-08-27T11:14:57Z,2025-03-14T05:56:23Z,6918,2,3.301526717557252,2.0,5.186648484997665,4.388040712468193,3.0,8.03865245090033,3.699745547073791,0.0,23.32842611286334,22301
netty-socketio,mrniko,2012-01-12T11:43:49Z,2025-03-15T13:27:12Z,6910,18,4.964497041420119,3.0,6.6160820400750096,1.2662721893491125,1.0,0.5617667256463242,33.01775147928994,0.0,255.1510167521893,6233
okhttputils,hongyangAndroid,2015-08-17T14:53:29Z,2025-03-13T06:24:20Z,6870,0,3.7285714285714286,2.5,4.050125883072903,1.457142857142857,1.0,0.6524361101646587,6.2,0.0,16.780423376531722,1961
jvm-sandbox,alibaba,2017-08-03T02:55:31Z,2025-03-15T02:54:31Z,6857,13,3.4827586206896552,2.0,4.403240503843657,1.326436781609195,1.0,0.8281426347730133,12.360919540229885,0.0,57.59548944737297,14407
JavaTutorial,h2pl,2018-05-01T15:57:21Z,2025-03-15T05:06:47Z,6849,1,0.3333333333333333,0.0,0.5773502691896258,1.0,1.0,0.0,0.3333333333333333,0.0,0.5773502691896258,14
jimureport,jeecgboot,2019-12-05T12:25:59Z,2025-03-15T09:34:34Z,6845,25,6.166666666666667,5.5,2.7247463045653304,1.0833333333333333,1.0,0.2886751345948128,2.25,0.0,6.017021310793693,251
walle,Meituan-Dianping,2017-01-10T03:39:25Z,2025-03-13T03:35:56Z,6812,1,3.148936170212766,2.0,4.079736041452309,1.1914893617021276,1.0,0.7225491871440995,8.691489361702128,0.5,23.48507949844481,4633
1brc,gunnarmorling,2023-12-28T09:13:24Z,2025-03-15T12:08:14Z,6800,0,3.2983333333333333,3.0,2.624400188513814,1.09,1.0,0.3814128904328141,7.58,1.0,23.526923446939044,53431
DependencyCheck,dependency-check,2012-09-03T20:43:30Z,2025-03-15T06:58:04Z,6788,82,7.034412955465587,5.0,7.620088612741896,1.860323886639676,2.0,0.9963038672507796,60.08299595141701,3.0,321.32231736568434,41420
react-native-push-notification,zo0r,2015-12-14T19:53:36Z,2025-03-11T13:53:40Z,6778,35,6.310344827586207,4.0,6.876998142232981,1.2413793103448276,1.0,0.4354941703556926,15.482758620689657,0.0,50.25052998274544,1884
AntennaPod,AntennaPod,2012-07-31T10:25:08Z,2025-03-15T10:17:15Z,6775,59,7.36986301369863,5.0,8.901452057632426,1.4919053549190535,1.0,0.7853850373329956,21.68368617683686,1.0,110.25981364078616,50581
angel,Angel-ML,2017-04-25T05:57:43Z,2025-03-14T03:51:24Z,6750,19,7.432216905901116,5.0,10.102338249862203,1.7341839447102605,2.0,0.8791594064167354,64.09994683678894,0.0,595.2445873157694,204252
rabbitmq-tutorials,rabbitmq,2010-09-21T11:41:26Z,2025-03-14T19:36:56Z,6727,0,4.588235294117647,4.0,2.6621530428450977,1.0,1.0,0.0,2.294117647058824,1.0,4.129378246889276,1480
mybatis-generator-gui,zouzg,2016-05-08T22:39:39Z,2025-03-13T01:49:25Z,6700,16,7.17948717948718,5.0,7.813186542033972,1.4871794871794872,1.0,0.683327573129996,69.94871794871794,3.0,255.1145200759381,3047
AndroidPerformanceMonitor,markzhai,2016-01-17T05:23:22Z,2025-03-12T09:02:41Z,6690,0,4.074074074074074,3.0,3.942280978718313,1.2777777777777777,1.0,0.5290313921087083,14.074074074074074,0.0,37.24921265565364,2234
AndroidAutoLayout,hongyangAndroid,2015-11-19T02:09:11Z,2025-03-14T01:02:58Z,6676,0,5.833333333333333,5.0,4.652653667229719,2.0,2.0,0.7025001733142089,8.807692307692308,8.0,16.370751311454786,2370
haven,guardianproject,2017-03-01T03:20:03Z,2025-03-15T13:23:15Z,6668,37,6.822784810126582,4.0,7.328832232286198,1.3924050632911391,1.0,0.5865527610645915,11.772151898734178,1.0,39.76467617057871,4561
gnirehtet,Genymobile,2017-02-09T16:01:13Z,2025-03-15T19:47:24Z,6649,12,3.765432098765432,2.0,3.5960798271808136,1.1851851851851851,1.0,0.5270462766947299,14.296296296296296,1.0,35.25139871141443,4330
BookReader,smuyyh,2016-08-03T05:17:27Z,2025-03-14T12:07:45Z,6644,0,4.798283261802575,2.0,6.572775091751871,1.4377682403433476,1.0,0.8136046983863217,25.32331902718169,0.0,161.85823208017607,30914
springcloud-learning,macrozheng,2019-09-07T02:36:16Z,2025-03-15T11:22:32Z,6642,0,5.878205128205129,4.0,5.841797446947586,1.044871794871795,1.0,0.262144230641272,28.73397435897436,1.0,87.77794476981221,13492
AndPermission,yanzhenjie,2016-09-11T05:17:34Z,2025-03-15T10:02:06Z,6632,0,3.994047619047619,3.0,3.666480346252435,1.1666666666666667,1.0,0.3737921332535444,7.488095238095238,0.0,35.26172257540586,4486
wiremock,wiremock,2011-10-09T20:27:24Z,2025-03-15T15:57:39Z,6629,49,5.6425269645608624,4.0,6.744147496329002,1.3613251155624038,1.0,0.7802192725030712,72.72881355932203,1.0,729.2055618150054,51616
springBoot,527515025,2016-11-07T02:13:31Z,2025-03-13T07:00:42Z,6623,0,5.087121212121212,4.0,4.428990311478239,1.1477272727272727,1.0,0.4147409121323046,15.49621212121212,0.0,70.72981839317856,6250
AndroidPicker,gzu-liyujiang,2015-10-21T14:21:16Z,2025-03-14T03:48:05Z,6594,57,5.435146443514644,3.0,6.866905401226127,1.6443514644351465,1.0,1.264861028798111,51.71548117154812,0.0,331.96498405958306,13541
Toasty,GrenderG,2017-01-18T18:52:41Z,2025-03-13T13:26:18Z,6587,19,4.0625,3.0,4.186784764788688,1.0625,1.0,0.25,56.625,0.0,213.87095018569804,487
AndroidProject,getActivity,2018-10-23T10:30:55Z,2025-03-15T08:13:37Z,6582,17,7.215083798882682,4.0,8.24968186255047,2.142458100558659,1.0,1.562636783365512,19.18435754189944,1.0,59.229218894685815,20468
itstack-demo-design,fuzhengwei,2020-05-20T13:45:30Z,2025-03-14T14:08:56Z,6564,0,2.167441860465116,2.0,2.2815514612215373,1.1069767441860463,1.0,0.3245380245259127,5.325581395348837,0.0,12.475997385320772,3992
junit5,junit-team,2015-01-11T19:06:10Z,2025-03-15T14:09:40Z,6548,82,4.53411420204978,3.0,5.338560406153767,1.3095168374816983,1.0,1.0566608411457532,35.421376281112735,0.0,755.6519953590273,98790
Leaf,Meituan-Dianping,2018-12-11T07:41:35Z,2025-03-13T05:41:29Z,6544,0,3.475,1.5,4.2486045974697415,1.425,1.0,1.0349656255904571,11.25,0.0,35.05874191432694,1305
ansj_seg,NLPchina,2012-09-05T05:56:24Z,2025-03-13T03:38:36Z,6518,3,6.31651376146789,4.0,5.863721373251608,1.188073394495413,1.0,0.43620161293029,9.63302752293578,0.0,42.763018725475504,11965
processing,processing,2013-01-24T21:17:22Z,2025-03-09T10:07:38Z,6503,48,3.731019522776573,2.0,5.985259929086465,1.6420824295010843,1.0,2.004307847511304,507.7960954446855,0.0,7175.110259600358,109671
GoGoGo,ZCShou,2021-12-03T06:59:39Z,2025-03-15T17:59:26Z,6474,7,7.816326530612245,4.0,14.472205356861007,1.4489795918367347,1.0,0.708908330045686,14.122448979591836,1.0,55.71341574412353,3923
zeppelin,apache,2015-03-25T07:00:06Z,2025-03-14T10:15:30Z,6467,0,5.75277108433735,3.0,7.28905110033075,1.2554216867469878,1.0,0.6611649613272282,43.48771084337349,1.0,345.8304878746234,188729
Android-skin-support,ximsfei,2017-01-12T15:03:54Z,2025-03-15T12:57:55Z,6460,0,6.079012345679012,5.0,5.036862041007699,1.3925925925925926,1.0,0.7321773066415239,17.671604938271606,1.0,68.42292265893116,19377
quartz,quartz-scheduler,2016-03-07T14:05:37Z,2025-03-14T20:03:04Z,6436,5,5.572,3.0,6.299220297203886,1.442,1.0,0.8318774189026652,119.668,1.0,765.3484057213947,34345
RoundedImageView,vinc3m1,2013-02-22T01:17:37Z,2025-03-11T05:46:18Z,6433,19,8.4,9.0,6.434283176858164,1.8,2.0,0.7745966692414834,107.46666666666668,0.0,273.8252484097597,1265
byte-buddy,raphw,2013-11-25T19:38:03Z,2025-03-15T09:46:23Z,6427,299,6.141128372853639,4.0,8.093774955773831,1.611447260834015,1.0,1.968130059871912,14.885690923957482,0.0,289.42612363636493,283859
Android-Image-Cropper,ArthurHub,2015-01-15T10:49:37Z,2025-03-14T10:23:32Z,6422,32,7.725,4.0,9.418986553356348,1.375,1.0,0.5400617248673217,70.375,0.0,236.7338316575856,4655
smali,JesusFreke,2012-09-23T19:51:16Z,2025-03-15T11:19:27Z,6411,0,6.018229166666667,4.0,8.343755745287089,1.6666666666666667,1.0,1.2491526232936847,15.016493055555555,1.0,85.6992837441414,46762
Spring-Cloud-Platform,wxiaoqi,2017-05-25T10:35:26Z,2025-03-12T00:34:38Z,6401,3,4.887005649717514,3.0,5.216745389627058,1.4067796610169492,1.0,0.8281683801906541,57.64971751412429,0.0,211.24044199041552,6014
android-floating-action-button,zendesk,2014-09-19T06:49:21Z,2025-03-15T00:07:05Z,6380,0,5.571428571428571,3.0,7.138427197719598,1.6666666666666667,1.0,1.016530045465127,48.142857142857146,0.0,164.2800309575956,1078
java-eight-part,CoderLeixiaoshuai,2020-10-16T16:27:04Z,2025-03-15T15:05:25Z,6365,0,,,,,,,,,,0
jOOQ,jOOQ,2011-04-17T10:43:33Z,2025-03-14T14:54:12Z,6326,90,9.792923076923078,7.0,17.915877065903214,1.8464615384615384,1.0,3.0977898130723545,1648.527076923077,3.0,41313.659746621626,214579
async-http-client,AsyncHttpClient,2011-03-07T13:41:46Z,2025-03-14T17:51:58Z,6322,5,5.716549295774648,4.0,6.362556422291478,1.5704225352112675,1.0,0.9624182308806708,41.84330985915493,1.0,245.147002849942,28800
JFoenix,sshahine,2015-09-08T14:04:24Z,2025-03-15T13:54:07Z,6312,0,6.92,4.0,6.938965721418349,1.623529411764706,1.0,0.9612353317112712,22.084705882352942,1.0,88.53177329898469,24546
remusic,aa112901,2016-03-24T06:20:39Z,2025-03-15T07:55:36Z,6294,0,5.18698224852071,3.0,6.427176527050901,1.4532544378698224,1.0,0.8082832065907987,41.64615384615384,0.0,345.6723670009752,47786
richeditor-android,wasabeef,2015-03-30T16:19:20Z,2025-03-11T05:37:12Z,6287,0,2.4186046511627906,2.0,2.602494756771946,1.1395348837209305,1.0,0.4129680806780528,46.95348837209303,0.0,305.869015966014,804
ion,koush,2013-05-22T07:41:23Z,2025-03-11T00:46:20Z,6282,0,4.577854671280277,3.0,6.13123216666797,1.4602076124567474,1.0,1.4646202431850397,23.598615916955016,0.0,205.82998849716805,9443
jsonschema2pojo,joelittlejohn,2013-06-22T22:28:53Z,2025-03-13T13:42:57Z,6279,63,6.735294117647059,5.0,5.973169152859624,1.1433823529411764,1.0,0.4355430432984333,76.92279411764706,0.0,579.46730652463,14399
Recaf,Col-E,2017-07-27T06:01:10Z,2025-03-15T14:54:58Z,6272,169,8.30110497237569,6.0,8.792184057781363,1.5980662983425415,1.0,0.9989886335708248,24.12707182320442,1.0,141.47400712366627,66043
hazelcast,hazelcast,2012-03-21T12:25:18Z,2025-03-14T13:40:29Z,6265,200,7.908320401098245,5.0,15.285529666555092,1.7490151605586726,1.0,4.751809519707514,44.842545063865344,1.0,428.6592447188828,1099059
from-java-to-kotlin,amitshekhariitbhu,2017-05-21T11:56:27Z,2025-03-15T10:55:47Z,6252,0,0.5,0.5,0.7071067811865476,1.0,1.0,0.0,0.0,0.0,0.0,37
config,lightbend,2011-12-06T08:02:29Z,2025-03-13T21:16:43Z,6220,1,5.475,3.0,7.139625076371712,2.055,1.0,4.373512668934049,76.18,0.0,399.3530290470391,13186
spring-cloud-examples,ityouknow,2017-04-28T08:48:53Z,2025-03-14T08:55:01Z,6218,0,3.8333333333333335,4.0,1.076193333186691,1.0166666666666666,1.0,0.1290994448735806,0.4666666666666667,0.0,2.102997591547954,390
micronaut-core,micronaut-projects,2018-03-07T12:05:08Z,2025-03-15T06:04:48Z,6186,278,5.763286047004023,4.0,7.330223732344916,1.3233114545839508,1.0,0.9407819128521934,36.73851365657421,0.0,425.1536628465568,167557
pig,pig-mesh,2019-08-26T03:24:53Z,2025-03-14T06:16:17Z,6177,19,7.15934065934066,5.0,6.45150552437293,1.3131868131868132,1.0,0.5898515088310422,5.2967032967032965,0.0,50.2517068236352,7499
CompreFace,exadel-inc,2020-07-06T08:29:43Z,2025-03-15T08:46:10Z,6143,11,7.852852852852853,6.0,7.325025142806019,1.6576576576576576,1.0,1.3296581825599818,3.894894894894895,0.0,16.049745833790674,7766
smile,haifengl,2014-11-20T16:28:12Z,2025-03-15T17:51:13Z,6136,32,5.52927927927928,5.0,5.071676933538641,1.3633633633633633,1.0,1.0351203692866815,103.92417417417415,1.0,1392.721616344164,101158
SwipeBackLayout,ikew0ng,2013-08-25T03:36:12Z,2025-03-14T03:17:46Z,6123,0,5.222222222222222,3.0,6.044497308496241,1.3888888888888888,1.0,0.6978023391872252,61.333333333333336,3.0,163.94080710821854,1635
grafika,google,2013-12-19T18:36:53Z,2025-03-15T07:59:34Z,6114,1,6.407766990291262,5.0,6.280122537214468,1.7475728155339805,2.0,0.8599868512668082,6.893203883495145,0.0,16.887118086919198,10035
MaterialEditText,rengwuxian,2014-10-30T10:07:23Z,2025-03-14T03:17:47Z,6103,19,5.653846153846154,2.0,10.5865662334576,1.3076923076923077,1.0,0.4706787243316417,742.8461538461538,0.0,2092.797547634413,3385
NumberProgressBar,daimajia,2014-05-01T08:54:25Z,2025-03-14T03:47:22Z,6090,3,3.1666666666666665,0.5,4.915960401250875,1.3333333333333333,1.0,0.5163977794943223,91.83333333333331,0.0,222.01839263148148,380
